causa,nivel,frecuencia,nivel_probabilidad,origen
TRASTORNOS DE OTRAS GLÁNDULAS ENDOCRINAS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,1,30.0,0.75,claude
ANEMIA REFRACTARIA CON EXCESO DE BLASTOS [AREB],3,30.0,0.95,claude
ATRESIA DE LOS AGUJEROS DE MAGENDIE Y DE LUSCHKA,2,30.0,0.9,claude
ARTROPATÍA CONSECUTIVA A DERIVACIÓN INTESTINAL,1,30.0,0.8,claude
OTROS TRASTORNOS DEL METABOLISMO DE LAS PURINAS Y DE LAS PIRIMIDINAS,1,30.0,0.8,claude
TUMOR MALIGNO DEL LÓBULO OCCIPITAL,3,30.0,0.95,claude
NISTAGMO Y OTROS MOVIMIENTOS OCULARES IRREGULARES,1,30.0,0.8,claude
TRAUMATISMO POR APLASTAMIENTO DE LA MUÑECA Y DE LA MANO,2,30.0,0.85,claude
"TRASTORNO DEL OÍDO MEDIO Y DE LA APÓFISIS MASTOIDES, NO ESPECIFICADO",1,30.0,0.8,claude
"CONTACTO TRAUMÁTICO CON ANIMALES Y PLANTAS VENENOSOS NO ESPECIFICADOS, VIVIENDA",1,30.0,0.8,claude
"TRASTORNO AFECTIVO BIPOLAR, EPISODIO HIPOMANÍACO PRESENTE",1,30.0,0.8,claude
FÍSTULA DEL ESTÓMAGO Y DEL DUODENO,2,30.0,0.85,claude
OTROS TRASTORNOS DE LA ÓRBITA,1,30.0,0.8,claude
TUMOR MALIGNO DE LA NASOFARINGE,3,30.0,0.95,claude
ANEURISMA Y DISECCIÓN DE ARTERIA DEL MIEMBRO SUPERIOR,2,30.0,0.85,claude
HIPERTENSIÓN NEONATAL,2,30.0,0.8,claude
"QUEMADURA DE PRIMER GRADO, REGIÓN DEL CUERPO NO ESPECIFICADA",1,30.0,0.8,claude
SECUELAS DE TRAUMATISMOS QUE AFECTAN MÚLTIPLES REGIONES DEL CUERPO,1,30.0,0.75,claude
FETO Y RECIÉN NACIDO AFECTADOS POR OTRAS COMPLICACIONES MATERNAS DEL EMBARAZO,2,30.0,0.8,claude
LESIÓN DE SITIOS CONTIGUOS DE LA AMÍGDALA,3,30.0,0.8,claude
LINFADENOPATÍA PERIFÉRICA TUBERCULOSA,2,30.0,0.8,claude
"SÍNDROME NEFRÓTICO, GLOMERULONEFRITIS PROLIFERATIVA ENDOCAPILAR DIFUSA",2,30.0,0.85,claude
TRASTORNOS DEL METABOLISMO DEL CICLO DE LA UREA,2,30.0,0.8,claude
MONONEUROPATIAS DEL MIEMBRO INFERIOR,1,29.0,0.8,claude
FUNCIONAMIENTO DEFECTUOSO DE LA TRAQUEOSTOMÍA,2,29.0,0.8,claude
"FISURA DEL PALADAR CON LABIO LEPORINO BILATERAL, SIN OTRA ESPECIFICACIÓN",2,29.0,0.9,claude
NEUMONITIS DEBIDA A VIRUS CITOMEGÁLICO,2,29.0,0.85,claude
ENFERMEDAD DE KIENBÖCK DEL ADULTO,2,29.0,0.8,claude
QUISTES CEREBRALES CONGÉNITOS,2,29.0,0.85,claude
TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LA URETRA,2,29.0,0.8,claude
AFECCIONES NO ESPECIFICADAS ASOCIADAS CON LOS ÓRGANOS GENITALES FEMENINOS Y EL CICLO MENSTRUAL,1,29.0,0.75,claude
"OTRAS ENFERMEDADES DESMIELINIZANTES DEL SISTEMA NERVIOSO CENTRAL, ESPECIFICADAS",2,29.0,0.8,claude
"MIOPATÍA INFLAMATORIA, NO CLASIFICADA EN OTRA PARTE",2,29.0,0.8,claude
OTRAS ENFERMEDADES PULMONARES INTERSTICIALES,2,29.0,0.8,claude
TRASTORNOS ADRENOGENITALES CONGÉNITOS CON DEFICIENCIA ENZIMÁTICA,2,29.0,0.8,claude
ESTRECHEZ URETRAL CONSECUTIVA A PROCEDIMIENTOS,2,29.0,0.8,claude
TRAUMATISMOS DE NERVIOS Y MÉDULA ESPINAL QUE AFECTAN OTRAS MÚLTIPLES REGIONES DEL CUERPO,2,29.0,0.85,claude
"FRACTURA DEL TÓRAX ÓSEO, PARTE NO ESPECIFICADA",2,29.0,0.9,claude
OTROS TRASTORNOS DEL OIDO MEDIO Y DE LA APOFISIS MASTOIDES,1,29.0,0.8,claude
TUMOR MALIGNO DEL LABIO MAYOR,3,29.0,0.95,claude
MICROANGIOPATÍA TROMBÓTICA,3,29.0,0.85,claude
"HIPOGLICEMIA SIN COMA, INDUCIDA POR DROGAS",1,29.0,0.8,claude
TRABAJO DE PARTO OBSTRUIDO DEBIDO A PRESENTACIÓN COMPUESTA,2,29.0,0.85,claude
ENFERMEDAD QUISTICA DEL RIÑON,2,29.0,0.8,claude
OTRAS ATENCIONES MÉDICAS ESPECIFICADAS,1,29.0,0.75,claude
GLAUCOMA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,2,29.0,0.8,claude
SINDROMES VASCULARES ENCEFALICOS EN ENFERMEDADES CEREBROVASCULARES,3,29.0,0.9,claude
FETO Y RECIÉN NACIDO AFECTADOS POR INCOMPETENCIA DEL CUELLO UTERINO,2,29.0,0.8,claude
FRACTURAS QUE AFECTAN EL TÓRAX CON LA REGIÓN LUMBOSACRA Y LA PELVIS CON MIEMBRO(S),3,29.0,1.0,manual
EFECTO TOXICO DEL CONTACTO CON ANIMALES VENENOSOS: VENENO DE SERPIENTE,2,29.0,0.8,claude
DESPRENDIMIENTO PREMATURO DE LA PLACENTA CON DEFECTO DE LA COAGULACIÓN,3,29.0,1.0,manual
ARTRITIS EN OTRAS ENFERMEDADES VIRALES CLASIFICADAS EN OTRA PARTE,1,29.0,1.0,manual
"OTROS TRASTORNOS DEL OJO Y SUS ANEXOS, CONSECUTIVOS A PROCEDIMIENTOS",1,29.0,0.75,claude
"TRASTORNO DEL ENCÉFALO, NO ESPECIFICADO",2,29.0,0.75,claude
OTROS TRASTORNOS DEGENERATIVOS DEL GLOBO OCULAR,1,29.0,0.8,claude
TRASTORNOS DE LA VÁLVULA TRICÚSPIDE EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,2,29.0,0.85,claude
OTRAS MICOSIS ESPECIFICADAS,1,29.0,0.8,claude
LEUCEMIA DE CÉLULAS VELLOSAS,3,29.0,0.95,claude
APNEA PRIMARIA DEL SUEÑO DEL RECIÉN NACIDO,2,29.0,0.8,claude
ENFISEMA PANLOBULAR,2,29.0,0.8,claude
NEUMONITIS DE LA VENTILACIÓN DEBIDA AL ACONDICIONADOR Y HUMIDIFICADOR DEL AIRE,1,29.0,0.8,claude
"TRASTORNO DE NERVIO CRANEAL, NO ESPECIFICADO",1,29.0,0.75,claude
"TUMOR MALIGNO DE LA MEDULA ESPINAL, DE LOS NERVIOS CRANEALES Y DE OTRAS PARTES DEL SISTEMA NERVIOSO CENTRAL",3,29.0,0.95,claude
INFECCIÓN TUBERCULOSA DEL CUELLO DEL ÚTERO,2,29.0,0.8,claude
"SÍNDROME NEFRÍTICO AGUDO, GLOMERULONEFRITIS DIFUSA EN MEDIA LUNA",2,29.0,0.85,claude
INFECCIONES INTESTINALES DEBIDAS A VIRUS Y OTROS ORGANISMOS ESPECIFICADOS,1,29.0,0.85,claude
ABSCESO DE LA PRÓSTATA,2,29.0,0.8,claude
ANEMIA DE LA PREMATURIDAD,2,29.0,0.8,claude
"TRASTORNO NO INFLAMATORIO DE LA VAGINA, NO ESPECIFICADO",1,29.0,1.0,manual
"DERMATITIS DE CONTACTO, FORMA Y CAUSA NO ESPECIFICADAS",1,29.0,1.0,manual
"SECRECIÓN HORMONAL ECTÓPICA, NO CLASIFICADA EN OTRA PARTE",3,29.0,1.0,manual
INSUFICIENCIA MITRAL REUMÁTICA,2,29.0,0.85,claude
TUMOR BENIGNO DE LAS GLANDULAS SALIVALES MAYORES,2,29.0,1.0,manual
OTROS PARTOS ÚNICOS ASISTIDOS ESPECIFICADOS,2,29.0,0.85,claude
FETO Y RECIÉN NACIDO AFECTADOS POR OTRAS AFECCIONES MATERNAS,2,29.0,0.8,claude
ABSCESO DEL PULMÓN CON NEUMONÍA,2,29.0,0.9,claude
OTRAS MALFORMACIONES CONGÉNITAS DE LA LARINGE,2,29.0,0.8,claude
"AUSENCIA, ATRESIA Y ESTENOSIS CONGÉNITA DEL INTESTINO DELGADO, PARTE NO ESPECIFICADA",3,29.0,1.0,manual
"AUSENCIA, ATRESIA Y ESTENOSIS CONGÉNITA DE OTRAS PARTES ESPECIFICADAS DEL INTESTINO DELGADO",3,29.0,1.0,manual
ACONDROPLASIA,2,28.0,0.8,claude
PITIRIASIS LIQUENOIDE CRÓNICA,1,28.0,0.85,claude
CONTUSIÓN DE LA GARGANTA,1,28.0,0.8,claude
TUMOR BENIGNO DE LOS ORGANOS GENITALES MASCULINOS,1,28.0,0.8,claude
OTRAS ARTROPATÍAS REACTIVAS,1,28.0,0.8,claude
SÍNDROME DEL TENDÓN DEL TENSOR DE LA FASCIA LATA,1,28.0,0.8,claude
"ENFERMEDAD DEL APÉNDICE, NO ESPECIFICADA",2,28.0,0.8,claude
SÍNDROME DEL CHOQUE TÓXICO,3,28.0,0.9,claude
ANEURISMA Y DISECCIÓN DE ARTERIA RENAL,2,28.0,0.85,claude
"ENFERMEDAD ÓSEA DE PAGET, HUESOS NO ESPECIFICADOS",2,28.0,0.8,claude
INFECCIÓN NEONATAL DE LAS VÍAS URINARIAS,2,28.0,0.8,claude
ENFERMEDADES DE LOS LABIOS,1,28.0,0.85,claude
NÓDULOS INTERFALÁNGICOS,1,28.0,0.8,claude
PITIRIASIS RUBRA PILARIS,1,28.0,0.8,claude
"TRASTORNO DEL CUERPO VÍTREO, NO ESPECIFICADO",1,28.0,0.8,claude
CONEXIÓN ANÓMALA TOTAL DE LAS VENAS PULMONARES,2,28.0,0.9,claude
NECROSIS DE LA PULPA,1,28.0,0.85,claude
OTITIS MEDIA EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE,1,28.0,0.8,claude
TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL URÉTER,2,28.0,0.8,claude
"LESIÓN DE SITOS CONTIGUOS DEL CORAZÓN, DEL MEDIASTINO Y DE LA PLEURA",3,28.0,0.85,claude
SARCOIDOSIS DE SITIO NO ESPECIFICADO,2,28.0,0.8,claude
SINDROME DE TURNER,2,28.0,0.8,claude
ENDOMETRIOSIS DEL TABIQUE RECTOVAGINAL Y DE LA VAGINA,2,28.0,0.8,claude
TRAUMATISMO DEL NERVIO TIBIAL A NIVEL DE LA PIERNA,2,28.0,0.8,claude
TRAUMATISMO DE NERVIO(S) DE REGIÓN NO ESPECIFICADA DEL CUERPO,2,28.0,0.75,claude
TUMOR MALIGNO DE LOS GANGLIOS LINFÁTICOS DE LA REGIÓN INGUINAL Y DEL MIEMBRO INFERIOR,3,28.0,0.95,claude
"TUMOR MALIGNO DE ÓRGANO GENITAL FEMENINO, PARTE NO ESPECIFICADA",3,28.0,0.95,claude
ATENCIÓN Y EXAMEN INMEDIATAMENTE DESPUÉS DEL PARTO,1,28.0,1.0,manual
"FISURA DEL PALADAR, BILATERAL SIN OTRA ESPECIFICACIÓN",2,28.0,0.9,claude
"TRASTORNO ENDOCRINO Y METABÓLICO CONSECUTIVO A PROCEDIMIENTOS, NO ESPECIFICADO",1,28.0,0.75,claude
"TRAUMATISMO DE NERVIOS CRANEALES, NO ESPECIFICADO",2,28.0,0.85,claude
RECIÉN NACIDO POSTÉRMINO SIN SOBREPESO PARA SU EDAD GESTACIONAL,1,28.0,0.8,claude
TUMOR MALIGNO DE OTROS ORGANOS GENITALES FEMENINOS Y DE LOS NO ESPECIFICADOS,3,28.0,0.95,claude
"TUBERCULOSIS DE PULMÓN, SIN EXAMEN BACTERIOLÓGICO E HISTOLÓGICO",2,28.0,0.85,claude
MELANOMA IN SITU,2,28.0,0.8,claude
OTROS TRASTORNOS DEL METABOLISMO DE LAS GLUCOPROTEÍNAS,1,28.0,0.8,claude
OTROS TRASTORNOS NO INFECCIOSOS DE LOS VASOS Y GANGLIOS LINFATICOS,1,28.0,0.8,claude
TRAUMATISMO POR APLASTAMIENTO DE LA CABEZA,3,28.0,0.85,claude
"OTRAS HERNIAS DE LA CAVIDAD ABDOMINAL ESPECIFICADAS, CON GANGRENA",2,28.0,0.9,claude
LESIONES INICIALES DE FRAMBESIA,1,28.0,0.8,claude
OTRAS ESPONDILOPATIAS,1,28.0,0.75,claude
TROMBOFLEBITIS MIGRATORIA,2,28.0,0.8,claude
OTROS TRASTORNOS DEGENERATIVOS ESPECIFICADOS DEL SISTEMA NERVIOSO EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,2,28.0,0.8,claude
AMILOIDOSIS,3,28.0,0.8,claude
NEUMONÍA EN MICOSIS,2,28.0,0.85,claude
BRONQUITIS CRÓNICA MIXTA SIMPLE Y MUCOPURULENTA,1,28.0,1.0,manual
NEVO MELANOCITICO,1,28.0,1.0,manual
USO EMERGENTE DE U07.9,1,28.0,1.0,manual
LESIÓN DE SITIOS CONTIGUOS DE LA OROFARINGE,3,28.0,0.8,claude
ALOPECIA UNIVERSAL,1,28.0,0.85,claude
TRASTORNOS DEL NERVIO AUDITIVO,1,28.0,0.8,claude
EPISODIO DEPRESIVO MODERADO,1,28.0,0.85,claude
ONFALITIS DEL RECIÉN NACIDO CON O SIN HEMORRAGIA LEVE,2,27.0,0.8,claude
RESULTADOS ANORMALES EN ESTUDIOS FUNCIONALES DE LA TIROIDES,1,27.0,0.85,claude
HERIDAS QUE AFECTAN MÚLTIPLES REGIONES DEL (DE LOS) MIEMBRO(S) SUPERIOR(ES),2,27.0,0.8,claude
DEFORMIDAD CONGÉNITA DEL MÚSCULO ESTERNOCLEIDOMASTOIDEO,1,27.0,0.8,claude
TRAUMATISMO DE LA ARTERIA INNOMINADA O SUBCLAVIA,3,27.0,0.9,claude
OSTEOMIELITIS,2,27.0,0.85,claude
HEMORRAGIA SUBARACNOIDEA DEBIDA A TRAUMATISMO DEL NACIMIENTO,3,27.0,0.85,claude
"COMPLICACIÓN DE PROCEDIMIENTOS, NO ESPECIFICADA",2,27.0,0.75,claude
ÍLEO MECONIAL EN LA FIBROSIS QUÍSTICA (E84.1†),2,27.0,0.85,claude
"SÍNDROME NEFRÍTICO NO ESPECIFICADO, LESIONES GLOMERULARES FOCALES Y SEGMENTARIAS",2,27.0,0.8,claude
TUMOR BENIGNO DE SITIOS MAL DEFINIDOS DEL SISTEMA DIGESTIVO,1,27.0,0.8,claude
"HEMORRAGIA INTRAPARTO, NO ESPECIFICADA",2,27.0,0.9,claude
PRESENCIA DE OJO ARTIFICIAL,1,27.0,0.9,claude
"OBSTRUCCIÓN INTESTINAL DEL RECIÉN NACIDO, NO ESPECIFICADA",2,27.0,0.85,claude
"HIPERTENSIÓN ESENCIAL PREEXISTENTE QUE COMPLICA EL EMBARAZO, EL PARTO Y EL PUERPERIO",2,27.0,0.85,claude
AMILOIDOSIS LIMITADA A UN ÓRGANO,2,27.0,0.8,claude
QUEMADURAS QUE AFECTAN DEL 20 AL 29% DE LA SUPERFICIE DEL CUERPO,3,27.0,0.9,claude
"TRASTORNO DEL CARTÍLAGO, NO ESPECIFICADO",1,27.0,0.8,claude
ESTENOSIS SUBGLÓTICA CONSECUTIVA A PROCEDIMIENTOS,2,27.0,0.8,claude
TUMOR MALIGNO DEL FONDO DEL ÚTERO,3,27.0,0.95,claude
"TUMOR MALIGNO DEL ESÓFAGO, PORCIÓN ABDOMINAL",3,27.0,0.95,claude
"MELANOMA IN SITU DEL MIEMBRO INFERIOR, INCLUIDA LA CADERA",2,27.0,0.8,claude
OTRAS LESIONES Y LAS NO ESPECIFICADAS DE LA MUCOSA BUCAL,1,27.0,0.8,claude
LACERACIÓN Y RUPTURA OCULAR CON PROLAPSO O PÉRDIDA DEL TEJIDO INTRAOCULAR,2,27.0,0.9,claude
IRIDOCICLITIS,2,27.0,0.8,claude
"ENFERMEDAD DE LA LENGUA, NO ESPECIFICADA",1,27.0,0.8,claude
OTRAS OPACIDADES O CICATRICES DE LA CÓRNEA,1,27.0,0.8,claude
HIMEN IMPERFORADO,2,27.0,0.85,claude
INFECCION DE LAS VIAS GENITOURINARIAS EN EL EMBARAZO,2,27.0,0.8,claude
ATENCIÓN POR OTROS PROCEDIMIENTOS DE REHABILITACIÓN,1,27.0,0.85,claude
INMUNODEFICIENCIA CONSECUTIVA A RESPUESTA DEFECTUOSA HEREDITARIA CONTRA EL VIRUS DE EPSTEIN-BARR,2,27.0,0.8,claude
SÍNDROME DE EHLERS-DANLOS,2,27.0,0.8,claude
"GEMELOS, AMBOS NACIDOS VIVOS",2,27.0,0.8,claude
"SÍNDROME NEFRÍTICO NO ESPECIFICADO, OTRAS",2,27.0,0.8,claude
SÍNCOPE POR CALOR,1,27.0,0.8,claude
"DEPENDENCIA DE MAQUINA Y DISPOSITIVO CAPACITANTE,",2,27.0,0.8,claude
CICATRIZ QUELOIDE,1,27.0,0.8,claude
TRAUMATISMOS MULTIPLES DEL PIE Y DEL TOBILLO,2,27.0,0.8,claude
ARTRITIS MENINGOCOCICA (A39.8Å),2,27.0,0.85,claude
PROLAPSEO DEL VITREO,2,27.0,0.8,claude
"DESMIELINIZACIÓN DISEMINADA AGUDA, SIN OTRA ESPECIFICACIÓN",3,27.0,0.85,claude
CUERPO EXTRAÑO EN EL ANO Y EN EL RECTO,2,27.0,0.8,claude
"TUMOR MALIGNO DEL LABIO SUPERIOR, CARA EXTERNA",3,27.0,0.95,claude
"TUBERCULOSIS RESPIRATORIA NO ESPECIFICADA, SIN MENCIÓN DE CONFIRMACIÓN BACTERIOLÓGICA O HISTOLÓGICA",2,27.0,0.8,claude
"SÍNDROME POSTLAMINECTOMÍA, NO CLASIFICADO EN OTRA PARTE",2,27.0,0.8,claude
LEUCEMIA DE CELULAS DE TIPO NO ESPECIFICADO,3,27.0,0.9,claude
TRASTORNOS DEL APARATO LAGRIMAL EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,1,27.0,0.8,claude
"MALABSORCIÓN POSTQUIRÚRGICA, NO CLASIFICADA EN OTRA PARTE",2,27.0,0.8,claude
"HIPOXIA INTRAUTERINA, NO ESPECIFICADA",3,27.0,1.0,manual
FALTA DEL DESARROLLO FISIOLOGICO NORMAL ESPERADO,1,27.0,0.8,claude
"DISPLASIA VAGINAL SEVERA, NO CLASIFICADA EN OTRA PARTE",2,27.0,0.8,claude
"COXARTROSIS A CONSECUENCIA DE DISPLASIA, BILATERAL",2,27.0,1.0,manual
"DERMATOFITOSIS, NO ESPECIFICADA",1,27.0,0.9,claude
ENFERMEDAD TÓXICA DEL HÍGADO CON HEPATITIS CRÓNICA PERSISTENTE,2,27.0,0.8,claude
OTRAS GOTAS SECUNDARIAS,1,27.0,1.0,manual
OTRAS ARTROPATIAS ESPECIFICAS,1,27.0,0.75,claude
DOLOR EN EL PECHO AL RESPIRAR,1,27.0,1.0,manual
TRAUMATISMO DEL NERVIO DIGITAL DE OTRO DEDO,1,27.0,1.0,manual
TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE ÓRGANO GENITAL MASCULINO NO ESPECIFICADO,2,27.0,0.8,claude
QUERATOPATÍA VESICULAR,2,27.0,1.0,manual
OTRAS DEFORMIDADES ADQUIRIDAS DE LA CABEZA,1,27.0,0.75,claude
SARCOMA DE KAPOSI DE LA PIEL,3,27.0,0.95,claude
"SECUELAS DE LUXACIÓN, TORCEDURA Y ESQUINCE DE MIEMBRO SUPERIOR",1,27.0,0.8,claude
OTRAS COMPLICACIONES ESPECÍFICAS DEL EMBARAZO MÚLTIPLE,2,27.0,1.0,manual
DERMATITIS HERPETIFORME,1,27.0,0.85,claude
ESCLERITIS Y EPISCLERITIS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,1,26.0,0.8,claude
HEMORRAGIA INTRACEREBRAL (NO TRAUMÁTICA) DEL FETO Y DEL RECIÉN NACIDO,3,26.0,0.9,claude
VARICELA CON OTRAS COMPLICACIONES,2,26.0,0.8,claude
HEMORRAGIA INTRAENCEFÁLICA DE LOCALIZACIONES MÚLTIPLES,3,26.0,0.95,claude
"EXPOSICIÓN A CORRIENTE ELÉCTRICA NO ESPECIFICADA, VIVIENDA",2,26.0,0.8,claude
"TRASTORNOS DEL METABOLISMO DE LA BILIRRUBINA, NO ESPECIFICADO",1,26.0,0.8,claude
MORDEDURA DEL LABIO Y DE LA MEJILLA,1,26.0,0.85,claude
TRASTORNOS DEL SUEÑO,1,26.0,0.85,claude
EFECTO TÓXICO DE FENOL Y HOMÓLOGOS DEL FENOL,2,26.0,0.8,claude
"NEUMOCONIOSIS, NO ESPECIFICADA",2,26.0,0.8,claude
HERIDA DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DEL HOMBRO Y DEL BRAZO,2,26.0,0.8,claude
"ANEMIA REFRACTARIA SIN SIDEROBLASTOS, ASI DESCRITA",3,26.0,0.85,claude
"PASAJERO DE MOTOCICLETA LESIONADO POR COLISIÓN CON OTROS VEHÍCULOS DE MOTOR, Y CON LOS NO ESPECIFICADOS EN ACCIDENTE NO DE TRÁNSITO",2,26.0,0.8,claude
HEMOTÓRAX,2,26.0,0.85,claude
LESIÓN DE SITIOS CONTIGUOS DE LOS ÓRGANOS GENITALES FEMENINOS,3,26.0,0.8,claude
"AMILOIDOSIS, NO ESPECIFICADA",2,26.0,0.8,claude
"MALFORMACIÓN CONGÉNITA DEL TABIQUE CARDÍACO, NO ESPECIFICADA",2,26.0,0.85,claude
OTROS SÍNTOMAS Y SIGNOS CONCERNIENTES A LA ALIMENTACIÓN Y A LA INGESTIÓN DE LÍQUIDOS,1,26.0,0.8,claude
"CICATRIZ U OPACIDAD DE LA CÓRNEA, NO ESPECIFICADA",1,26.0,0.8,claude
CUERPO EXTRAÑO EN EL SACO CONJUNTIVAL,1,26.0,0.85,claude
EFECTO TÓXICO DE ÓXIDOS DE NITRÓGENO,2,26.0,0.8,claude
HIPERFUNCIÓN TESTICULAR,1,26.0,0.8,claude
FETO Y RECIÉN NACIDO AFECTADOS POR OLIGOHIDRAMNIOS,2,26.0,0.8,claude
ACNÉ VARIOLIFORME,1,26.0,0.85,claude
OTROS TRASTORNOS DEL RIÑÓN Y DEL URÉTER EN ENFERMEDADES INFECCIOSAS Y PARASITARIAS CLASIFICADAS EN OTRA PARTE,2,26.0,0.8,claude
"SÍNDROME NEFRÍTICO RÁPIDAMENTE PROGRESIVO, LESIONES GLOMERULARES FOCALES Y SEGMENTARIAS",2,26.0,0.85,claude
OTROS TRASTORNOS DEL OJO Y SUS ANEXOS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,1,26.0,0.75,claude
COLAPSO PULMONAR,2,26.0,0.85,claude
"TUBERCULOSIS RESPIRATORIA, CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE",2,26.0,0.85,claude
PORFIRIA ERITROPOYÉTICA HEREDITARIA,2,26.0,0.8,claude
SINDACTILIA,2,26.0,0.8,claude
MASTODINEA,1,26.0,0.85,claude
ATAXIA CONGÉNITA NO PROGRESIVA,1,26.0,1.0,manual
INFECCIÓN DEBIDA A ESCHERICHIA COLI ENTEROINVASIVA,1,26.0,1.0,manual
"TUMOR MALIGNO SECUNDARIO, SITIO NO ESPECIFICADO",3,26.0,1.0,manual
ENVENENAMIENTO POR MINERALOCORTICOIDES Y SUS ANTAGONISTAS,2,26.0,0.8,claude
TRAUMATISMO DEL NERVIO MEDIANO A NIVEL DEL BRAZO,2,26.0,0.8,claude
OTRAS TERAPIAS FÍSICAS,1,26.0,0.9,claude
CUERPO EXTRAÑO EN LAS VIAS RESPIRATORIAS,3,26.0,1.0,manual
"HISTORIA PERSONAL DE ALERGIA, NO DEBIDA A DROGAS NI A SUSTANCIAS BIOLÓGICAS",1,26.0,0.9,claude
HERIDA DE OTRAS PARTES DEL TÓRAX,2,26.0,0.85,claude
"TRASTORNO DEL PERITONEO, NO ESPECIFICADO",1,26.0,0.75,claude
"ENFERMEDADES DEL SISTEMA CIRCULATORIO QUE COMPLICAN EL EMBARAZO, EL PARTO Y EL PURPERIO",2,26.0,0.85,claude
"QUEMADURA DEL TRONCO, DE PRIMER GRADO",1,26.0,0.8,claude
"RIÑÓN POLIQUÍSTICO, AUTOSÓMICO RECESIVO",2,26.0,0.85,claude
HERIDA DEL HOMBRO Y DEL BRAZO,2,26.0,0.8,claude
"OTRAS ANOMALIAS CROMOSOMICAS, NO CLASIFICADAS EN OTRA PARTE",2,26.0,0.8,claude
CALAMBRES Y ESPASMOS,1,26.0,0.85,claude
"ÚLCERA PÉPTICA, DE SITIO NO ESPECIFICADO, NO ESPECIFICADA COMO AGUDA NI CRÓNICA, SIN HEMORRAGIA NI PERFORACIÓN",1,26.0,0.8,claude
OTRAS COMPLICACIONES ESPECIFICADAS DEL TRABAJO DE PARTO Y DEL PARTO,2,26.0,0.85,claude
LESIÓN DE SITIOS CONTIGUOS DEL HUESO Y DEL CARTÍLAGO ARTICULAR,3,25.0,1.0,manual
TRAUMATISMO POR APLASTAMIENTO DE LA CADERA,2,25.0,0.85,claude
ASISTENCIA Y AJUSTE DE DISPOSITIVOS CARDÍACOS,1,25.0,1.0,manual
CICLISTA [CUALQUIERA] LESIONADO EN ACCIDENTE DE TRÁNSITO NO ESPECIFICADO,2,25.0,1.0,manual
"CAÍDA EN O DESDE ANDAMIO, VIVIENDA",2,25.0,1.0,manual
"AHOGAMIENTO Y SUMERSIÓN MIENTRAS SE ESTÁ EN UNA PISCINA, VIVIENDA",3,25.0,1.0,manual
HELICOBACTER PYLORI [H.PYLORI] COMO LA CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPÍTULOS,1,25.0,1.0,manual
HEMORROIDES DE CUARTO GRADO,2,25.0,0.8,claude
"ATROFIA Y DESGASTE MUSCULARES, NO CLASIFICADOS EN OTRA PARTE",1,25.0,0.8,claude
"QUIMERA 46, XX/46, XY",2,25.0,0.75,claude
HISTORIA PERSONAL DE ENFERMEDADES DEL SISTEMA DIGESTIVO,1,25.0,0.9,claude
TRASTORNOS RESPIRATORIOS EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE,1,25.0,0.75,claude
HERIDA PENETRANTE DEL GLOBO OCULAR CON CUERPO EXTRAÑO,2,25.0,0.9,claude
OSTEOFITO,1,25.0,1.0,manual
ADHERENCIAS PERITONEALES PÉLVICAS CONSECUTIVAS A PROCEDIMIENTOS,2,25.0,1.0,manual
EXTRAVASACIÓN DE LA ORINA,2,25.0,0.8,claude
TUMOR MALIGNO DEL SENO ESFENOIDAL,3,25.0,1.0,manual
OTRAS CAIDAS DE UN NIVEL A OTRO,1,25.0,0.75,claude
EMBARAZO QUE CONTINÚA DESPUÉS DE LA MUERTE INTRAUTERINA DE UN FETO O MÁS,2,25.0,0.9,claude
TRASTORNOS DE LOS ORGANOS GENITALES MASCULINOS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,1,25.0,0.8,claude
"TUMOR MALIGNO DE LOS NERVIOS PERIFÉRICOS Y DEL SISTEMA NERVIOSO AUTÓNOMO, PARTE NO ESPECIFICADA",3,25.0,0.95,claude
TUMOR MALIGNO DE LA TRÁQUEA,3,25.0,0.95,claude
"ENFERMEDAD VALVULAR AÓRTICA REUMÁTICA, NO ESPECIFICADA",2,25.0,0.85,claude
TRAUMATISMO DEL NERVIO PLANTAR EXTERNO,2,25.0,0.8,claude
TRASTORNOS DE LAS RAICES Y DE LOS PLEXOS NERVIOSOS,1,25.0,0.75,claude
"TRASTORNOS DE LA RAÍZ LUMBOSACRA, NO CLASIFICADOS EN OTRA PARTE",1,25.0,0.8,claude
TRAUMATISMO DE LA ARTERIA POPLÍTEA,2,25.0,0.85,claude
