causa,frecuencia,monto_total,pct_cobertura,pct_acumulado,rango,origen
TETANIA,14,270534.33,0.0003,99.6307,5656,sample_1000
"AUSENCIA, ATRESIA Y ESTENOSIS CONGÉNITA DE OTRAS PARTES ESPECIFICADAS DEL INTESTINO DELGADO",29,3869007.45,0.0006,99.1255,4470,sample_1000
MALFORMACIÓN CONGÉNITA DE LA RODILLA,37,1581309.89,0.0008,98.8467,4067,sample_1000
SÍNDROME DE LA ARTERIA CEREBRAL POSTERIOR,16,991732.6,0.0003,99.5467,5376,sample_1000
COMPLICACIONES Y DESCRIPCIONES MAL DEFINIDAS DE ENFERMEDAD CARDIACA,11,1224905.31,0.0002,99.7129,5950,sample_1000
HISTORIA PERSONAL DE TUMOR MALIGNO DE VÍAS URINARIAS,11,214536.27,0.0002,99.7073,5922,sample_1000
OTROS PARTOS UNICOS ASISTIDOS,22,484102.41,0.0005,99.3586,4900,sample_1000
MELANOMA IN SITU DEL CUERO CABELLUDO Y DEL CUELLO,13,1519641.94,0.0003,99.6454,5705,sample_1000
HEMORRAGIA DE LAS VIAS RESPIRATORIAS,17,478456.22,0.0004,99.5016,5254,sample_1000
"DISFUNCIÓN OVÁRICA, NO ESPECIFICADA",23,179387.64,0.0005,99.3121,4807,sample_1000
OTRAS DEFORMIDADES VALGUS CONGÉNITAS DE LOS PIES,16,427759.85,0.0003,99.5452,5371,sample_1000
LUXACIONES MÚLTIPLES DE DEDOS DE LA MANO,38,995812.19,0.0008,98.8179,4031,sample_1000
"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A ANALGÉSICOS NO NARCÓTICOS, ANTIPIRÉTICOS Y ANTIRREUMÁTICOS, VIVIENDA",12,177142.94,0.0003,99.6757,5806,sample_1000
INFECCIONES HERPETICA [HERPES SIMPLE],34,1257131.57,0.0007,98.9421,4195,sample_1000
OCULOPATÍA HERPÉTICA,43,1092065.79,0.0009,98.642,3825,sample_1000
"OCUPANTE (CUALQUIERA) DE AUTOMÓVIL LESIONADO EN ACCIDENTE NO DE TRÁNSITO, NO ESPECIFICADO",11,505936.93,0.0002,99.7223,5997,sample_1000
"QUEMADURA Y CORROSION, REGION DEL CUERPO NO ESPECIFICADA",24,849534.53,0.0005,99.2941,4771,sample_1000
CONJUNTIVITIS Y DACRIOCISTITIS NEONATALES,18,287068.52,0.0004,99.4804,5201,sample_1000
TRASTORNOS GRANULOMATOSOS DE LA PIEL Y DEL TEJIDO SUBCUTANEO,15,474147.79,0.0003,99.5731,5464,sample_1000
OTRAS VASCULOPATIAS NECROTIZANTES,20,966468.92,0.0004,99.406,5015,sample_1000
TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL OIDO MEDIO Y DE LOS ORGANOS RESPIRATORIOS E INTRATORACICOS,24,7232307.42,0.0005,99.2961,4775,sample_1000
OTRAS INFECCIONES DEBIDAS A ORTOPOXVIRUS,34,288937.07,0.0007,98.9554,4214,sample_1000
TÓRAX EN QUILLA,45,2729723.96,0.001,98.5956,3775,sample_1000
"APORREO, GOLPE, MORDEDURA, PATADA, RASGUÑO O TORCEDURA INFLIGIDOS POR OTRA PERSONA, VIVIENDA",24,767129.56,0.0005,99.2721,4727,sample_1000
LIQUEN SIMPLE CRÓNICO,44,298278.05,0.0009,98.6258,3807,sample_1000
OTRAS CIFOSIS Y LAS NO ESPECIFICADAS,13,378583.37,0.0003,99.6499,5720,sample_1000
OTRAS ENFERMEDADES DE LA MEDULA ESPINAL,21,968807.23,0.0004,99.376,4940,sample_1000
ARTRITIS EN OTRAS ENFERMEDADES VIRALES CLASIFICADAS EN OTRA PARTE,29,988105.46,0.0006,99.1027,4432,sample_1000
"INFECCIÓN GENITAL Y PELVIANA CONSECUTIVA AL ABORTO, AL EMBARAZO ECTÓPICO Y AL EMBARAZO MOLAR",43,6702769.12,0.0009,98.669,3855,sample_1000
ABSCESO PERIAPICAL SIN FÍSTULA,24,513659.12,0.0005,99.2971,4777,sample_1000
HERIDAS DE OTRAS PARTES DEL ANTEBRAZO,36,776311.95,0.0008,98.8771,4105,sample_1000
"HERIDA DE CUELLO, PARTE NO ESPECIFICADA",24,1140464.01,0.0005,99.2891,4761,sample_1000
FOLICULITIS DECALVANTE,31,160046.51,0.0007,99.0702,4378,sample_1000
OTROS TRASTORNOS DEL IRIS Y DEL CUERPO CILIAR EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,12,100694.94,0.0003,99.6688,5783,sample_1000
OTRAS MENINGITIS VIRALES,24,1806511.64,0.0005,99.2916,4766,sample_1000
BRONQUITIS CRÓNICA MIXTA SIMPLE Y MUCOPURULENTA,28,318848.65,0.0006,99.1411,4496,sample_1000
OTROS AGENTES VIRALES COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPÍTULOS,21,665878.48,0.0004,99.3924,4981,sample_1000
TRAUMATISMO DEL NERVIO DIGITAL DE OTRO DEDO,27,1293122.39,0.0006,99.1795,4560,sample_1000
"AHOGAMIENTO Y SUMERSIÓN MIENTRAS SE ESTÁ EN UNA PISCINA, VIVIENDA",25,1010342.07,0.0005,99.2406,4664,sample_1000
OTRAS SHIGELOSIS,30,1133543.83,0.0006,99.0721,4381,sample_1000
"INMUNODEFICIENCIA COMBINADA, NO ESPECIFICADA",11,923757.23,0.0002,99.7117,5944,sample_1000
SEUDOQUISTE DEL PÁNCREAS,36,6415559.11,0.0008,98.8555,4078,sample_1000
CICLISTA [CUALQUIERA] LESIONADO EN ACCIDENTE DE TRÁNSITO NO ESPECIFICADO,25,3415157.8400000003,0.0005,99.2591,4701,sample_1000
LUXACIÓN DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA CABEZA,17,353914.94,0.0004,99.5252,5313,sample_1000
LESIÓN DE SITIOS CONTIGUOS DEL ENCÉFALO Y OTRAS PARTES DEL SISTEMA NERVIOSO CENTRAL,44,8044478.39,0.0009,98.6321,3814,sample_1000
FISURA DEL PALADAR DURO Y DEL PALADAR BLANDO,43,1481087.58,0.0009,98.6582,3843,sample_1000
INFLAMACION Y OBSTRUCCION DE LA TROMPA DE EUSTAQUIO,16,592834.97,0.0003,99.5587,5416,sample_1000
POLIARTERITIS NUDOSA Y AFECCIONES RELACIONADAS,11,897915.81,0.0002,99.7215,5993,sample_1000
"ÚLCERA DUODENAL, CRÓNICA O NO ESPECIFICADA, CON HEMORRAGIA",41,8374050.4,0.0009,98.7347,3928,sample_1000
TRASTORNOS GENERALIZADOS DEL DESARROLLO,16,863033.01,0.0003,99.5662,5441,sample_1000
"ÚLCERA PÉPTICA, DE SITIO NO ESPECIFICADO, AGUDA SIN HEMORRAGIA NI PERFORACIÓN",12,94172.77000000002,0.0003,99.6733,5798,sample_1000
"TUMOR MALIGNO DE LA BOCA, PARTE NO ESPECIFICADA",20,5190144.989999999,0.0004,99.4104,5026,sample_1000
"ENFERMEDAD DE GLÁNDULA SALIVAL, NO ESPECIFICADA",32,1051753.04,0.0007,99.0331,4325,sample_1000
MASTITIS NO PURULENTA ASOCIADA CON EL PARTO,41,573660.48,0.0009,98.7248,3917,sample_1000
AMPUTACIÓN TRAUMÁTICA A NIVEL DE LA RODILLA,11,781116.18,0.0002,99.7095,5933,sample_1000
NECROSIS GRASA DE LA MAMA,11,268784.2,0.0002,99.7087,5929,sample_1000
COMPLICACIÓN MECÁNICA DE DERIVACIÓN (ANASTOMÓTICA) VENTRICULAR INTRACRANEAL,43,6815969.01,0.0009,98.6627,3848,sample_1000
"CORROSIÓN DE LA CABEZA Y DEL CUELLO, DE SEGUNDO GRADO",16,219001.86,0.0003,99.5494,5385,sample_1000
SINOVITIS TRANSITORIA,35,428249.48,0.0007,98.9106,4150,sample_1000
TUMOR BENIGNO DE LA AMÍGDALA,44,1633741.76,0.0009,98.6249,3806,sample_1000
OTRAS COMPLICACIONES ESPECÍFICAS DEL EMBARAZO MÚLTIPLE,27,530955.32,0.0006,99.1657,4537,sample_1000
OCLUSION VASCULAR DE LA RETINA,32,859490.81,0.0007,99.0359,4329,sample_1000
"HIPOXIA INTRAUTERINA, NO ESPECIFICADA",27,4456179.94,0.0006,99.1867,4572,sample_1000
"TUMEFACCION, MASA O PROMINENCIA DE LA PIEL Y DEL TEJIDO SUBCUTANEO LOCALIZADOS",11,736996.58,0.0002,99.7193,5982,sample_1000
ANEMIA HEMOLÍTICA AUTOINMUNE INDUCIDA POR DROGAS,49,4423248.82,0.001,98.4606,3640,sample_1000
"TRASTORNO NO INFLAMATORIO DE LA VAGINA, NO ESPECIFICADO",29,1304308.1800000002,0.0006,99.1015,4430,sample_1000
CUERPO EXTRAÑO EN LAS VIAS RESPIRATORIAS,26,381626.45,0.0006,99.2233,4633,sample_1000
TUMOR MALIGNO DEL EPIDÍDIMO,18,1601002.3,0.0004,99.4888,5222,sample_1000
RUPTURA DEL ÚTERO DURANTE EL TRABAJO DE PARTO,11,251336.18,0.0002,99.7089,5930,sample_1000
OTROS PRURIGOS,43,94175.53,0.0009,98.6618,3847,sample_1000
TRAUMATISMO POR APLASTAMIENTO DE ÓRGANOS GENITALES EXTERNOS,47,1248754.06,0.001,98.5166,3696,sample_1000
OTRAS HETEROTROPÍAS O LAS NO ESPECIFICADAS,18,707629.1,0.0004,99.4744,5186,sample_1000
ENFERMEDADES REUMATICAS DE LA VALVULA MITRAL,13,2869644.9,0.0003,99.6604,5755,sample_1000
TUMOR MALIGNO DE LA GLÁNDULA Y CONDUCTO LAGRIMALES,14,370378.07,0.0003,99.6106,5589,sample_1000
OTRAS MALFORMACIONES CONGENITAS DEL CORAZON,44,4236964.5200000005,0.0009,98.6231,3804,sample_1000
OTRAS BURSOPATIAS,11,186042.57,0.0002,99.7015,5893,sample_1000
"COMPLICACIONES DEL PUERPERIO, NO CLASIFICADAS EN OTRA PARTE",19,737755.56,0.0004,99.4516,5129,sample_1000
BURSITIS TIBIAL COLATERAL [PELLEGRINI-STIEDA],35,1286409.01,0.0007,98.9113,4151,sample_1000
LESIÓN DE SITIOS CONTIGUOS DE LA LARINGE,43,4601834.66,0.0009,98.6492,3833,sample_1000
ESTENOSIS DEL CANAL NEURAL POR TEJIDO CONJUNTIVO,17,6147189.77,0.0004,99.5136,5284,sample_1000
AGRESION CON DISPARO DE ARMA CORTA,35,1363032.67,0.0007,98.8938,4126,sample_1000
INSUFICIENCIA MITRAL CONGÉNITA,38,420867.59,0.0008,98.8075,4018,sample_1000
OTRAS MALFORMACIONES CONGÉNITAS DE LA VÁLVULA PULMONAR,23,6037898.44,0.0005,99.3276,4838,sample_1000
SÍNDROME NEFRÍTICO NO ESPECIFICADA,39,1602650.55,0.0008,98.7955,4003,sample_1000
RUPTURA DE ANEURISMA DE LA AORTA ABDOMINAL,12,6048740.69,0.0003,99.6871,5844,sample_1000
QUERATOPATÍA VESICULAR,27,1094063.58,0.0006,99.2011,4596,sample_1000
COMPLICACIÓN MECÁNICA DE LENTES INTRAOCULARES,20,566783.37,0.0004,99.4232,5058,sample_1000
TUMOR MALIGNO DE LA GLÁNDULA PINEAL,40,1961681.65,0.0008,98.7435,3938,sample_1000
"SINDACTILIA, NO ESPECIFICADA",37,1416749.84,0.0008,98.8411,4060,sample_1000
"HERNIA FEMORAL UNILATERAL O NO ESPECIFICADA, CON OBSTRUCCIÓN, SIN GANGRENA",40,2871398.5700000003,0.0008,98.7523,3949,sample_1000
USO EMERGENTE DE U07.9,28,2023919.15,0.0006,99.1651,4536,sample_1000
OTRAS OSTEOCONDRODISPLASIAS ESPECIFICADAS,30,1356850.3,0.0006,99.0985,4425,sample_1000
ESTADO DE MAL EPILEPTICO,17,271048.99,0.0004,99.5324,5331,sample_1000
OTROS TRASTORNOS ESPECIFICADOS DE LA MEMBRANA TIMPÁNICA,16,1001084.82,0.0003,99.5689,5450,sample_1000
RESULTADOS ANORMALES EN ESTUDIOS FUNCIONALES CARDIOVASCULARES,24,1518028.35,0.0005,99.2706,4724,sample_1000
SÍNDROME DE MACLEOD,21,739513.93,0.0004,99.382,4955,sample_1000
CISTICERCOSIS,14,192669.96,0.0003,99.6202,5621,sample_1000
SÍNDROME DEL RECIÉN NACIDO DE MADRE CON DIABETES GESTACIONAL,33,1453654.05,0.0007,98.968,4232,sample_1000
CANDIDIASIS DE LA VULVA Y DE LA VAGINA (N77.1*),21,491567.7,0.0004,99.3928,4982,sample_1000
HERIDAS DE OTRAS PARTES DEL CUELLO,24,2715643.14,0.0005,99.2931,4769,sample_1000
HERIDA DEL CUELLO,17,328083.71,0.0004,99.5332,5333,sample_1000
ENTEROCELE VAGINAL,19,774214.53,0.0004,99.438,5095,sample_1000
OTRAS BRUCELOSIS,16,960579.09,0.0003,99.5368,5343,sample_1000
"COXARTROSIS A CONSECUENCIA DE DISPLASIA, BILATERAL",27,2238077.13,0.0006,99.1663,4538,sample_1000
"AUSENCIA CONGÉNITA, ATRESIA O ESTRECHEZ DEL CONDUCTO AUDITIVO (EXTERNO)",12,457815.12,0.0003,99.6778,5813,sample_1000
OTRAS HIPERTENSIONES PULMONARES SECUNDARIAS,30,6139417.38,0.0006,99.0865,4405,sample_1000
TRAUMATISMO DEL CORAZÓN CON HEMOPERICARDIO,22,1602847.75,0.0005,99.3341,4851,sample_1000
DIABETES INSÍPIDA NEFRÓGENA,18,1015694.84,0.0004,99.4748,5187,sample_1000
"OTROS TIPOS DE RETRASO MENTAL, DETERIORO DEL COMPORTAMIENTO NULO O MÍNIMO",14,876948.2899999999,0.0003,99.6343,5668,sample_1000
ARTROSIS DE LA PRIMERA ARTICULACION CARPOMETACARPIANA,36,2445334.36,0.0008,98.8763,4104,sample_1000
PROBLEMA NO ESPECIFICADO RELACIONADO CON SERVICIOS MÉDICOS Y DE SALUD,13,128006.56,0.0003,99.6637,5766,sample_1000
CEFALOHEMATOMA DEBIDO A TRAUMATISMO DEL NACIMIENTO,21,2517214.82,0.0004,99.3912,4978,sample_1000
ASISTENCIA Y AJUSTE DE DISPOSITIVOS CARDÍACOS,25,1398131.49,0.0005,99.2501,4683,sample_1000
"MALFORMACIÓN CONGÉNITA DEL SISTEMA OSTEOMUSCULAR, NO ESPECIFICADA",37,1347149.5,0.0008,98.8299,4046,sample_1000
PARÁLISIS DEL NERVIO PATÉTICO [IV PAR],30,750409.2,0.0006,99.0823,4398,sample_1000
TUMOR MALIGNO DEL NERVIO ÓPTICO,33,2106756.79,0.0007,98.9757,4243,sample_1000
FIBRILACIÓN AURICULAR PERSISTENTE,11,1841471.9,0.0002,99.7027,5899,sample_1000
"BURSOPATÍA, NO ESPECIFICADA",34,1665585.54,0.0007,98.9631,4225,sample_1000
NEVO MELANOCITICO,28,404848.93,0.0006,99.1423,4498,sample_1000
ESGUINCES Y TORCEDURAS DE ARTICULACIONES Y LIGAMENTOS DE OTRAS PARTES Y LAS NO ESPECIFICADAS DE LA CABEZA,44,1343436.47,0.0009,98.6123,3792,sample_1000
RETENCIÓN INTRAOCULAR DE CUERPO EXTRAÑO MAGNÉTICO (ANTIGUO),16,237259.83,0.0003,99.5497,5386,sample_1000
ARTRITIS EN OTRAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS CLASIFICADAS EN OTRA PARTE,49,2842672.59,0.001,98.4456,3625,sample_1000
TUMOR MALIGNO DE LA PARED SUPERIOR DE LA NASOFARINGE,39,3394477.39,0.0008,98.7795,3983,sample_1000
DEGENERACIÓN POLIPOIDE DE SENO PARANASAL,43,1072390.59,0.0009,98.651,3835,sample_1000
"COXARTROSIS POSTRAUMÁTICA, BILATERAL",17,2732123.5500000003,0.0004,99.5312,5328,sample_1000
"AMENORREA, SIN OTRA ESPECIFICACIÓN",23,91809.18,0.0005,99.3236,4830,sample_1000
"FISURA DEL PALADAR CON LABIO LEPORINO UNILATERAL, SIN OTRA ESPECIFICACIÓN",43,1925165.9,0.0009,98.6573,3842,sample_1000
CUIDADOS POSTERIORES A LA EXTRACCIÓN DE PLACA U OTRO DISPOSITIVO DE FIJACIÓN INTERNA EN FRACTURA,21,237538.46,0.0004,99.3828,4957,sample_1000
QUEMADURA DE OTRAS PARTES DEL TUBO DIGESTIVO,14,262900.94,0.0003,99.6028,5563,sample_1000
SECUELAS DE ENFERMEDAD CEREBROVASCULAR,38,1468424.8099999998,0.0008,98.8139,4026,sample_1000
MASTOIDITIS EN ENFERMEDADES INFECCIOSAS Y PARASITARIAS CLASIFICADAS EN OTRA PARTE,12,662312.03,0.0003,99.6703,5788,sample_1000
DESPRENDIMIENTO DE LA COROIDES,16,411416.21,0.0003,99.5491,5384,sample_1000
"TUBERCULOSIS MILIAR AGUDA, NO ESPECIFICADA",23,1528109.19,0.0005,99.3116,4806,sample_1000
ARTICULACIÓN INESTABLE,36,3638926.98,0.0008,98.8675,4093,sample_1000
"SECRECIÓN HORMONAL ECTÓPICA, NO CLASIFICADA EN OTRA PARTE",29,293328.78,0.0006,99.1081,4441,sample_1000
TRASTORNO TRANSITORIO NO ESPECIFICADO DEL METABOLISMO DE LOS CARBOHIDRATOS EN EL FETO Y EL RECIÉN NACIDO,23,3072191.17,0.0005,99.3191,4821,sample_1000
"TUMOR MALIGNO DE LA LARINGE, PARTE NO ESPECIFICADA",38,2758298.75,0.0008,98.8203,4034,sample_1000
"OTRO ABORTO COMPLETO O NO ESPECIFICADO, COMPLICADO CON INFECCIÓN GENITAL Y PELVIANA",14,86685.97,0.0003,99.616,5607,sample_1000
TRASTORNO POR TICS MOTORES Y VOCALES MÚLTIPLES COMBINADOS [DE LA TOURETTE],12,109700.12,0.0003,99.6883,5848,sample_1000
TRAUMATISMO DE OTROS ÓRGANOS PÉLVICOS,12,282937.81,0.0003,99.6955,5872,sample_1000
HELICOBACTER PYLORI [H.PYLORI] COMO LA CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPÍTULOS,25,162760.16,0.0005,99.2431,4669,sample_1000
DOLOR EN EL PECHO AL RESPIRAR,27,340454.24,0.0006,99.1705,4545,sample_1000
OSTEOFITO,25,600205.4,0.0005,99.2636,4710,sample_1000
"DEFICIENCIA DE VITAMINA D, NO ESPECIFICADA",36,429515.0,0.0008,98.8579,4081,sample_1000
QUISTE RADICULAR,16,1372827.1,0.0003,99.5518,5393,sample_1000
SINUSITIS ESFENOIDAL AGUDA,42,1354387.58,0.0009,98.7023,3892,sample_1000
SÍNDROME DE HIPERINMUNOGLOBULINA E [IGE],20,453282.19,0.0004,99.4024,5006,sample_1000
OTRAS OSTEOMALACIAS DEL ADULTO,19,581725.8400000001,0.0004,99.4536,5134,sample_1000
LINFADENITIS AGUDA DEL MIEMBRO SUPERIOR,33,1937158.28,0.0007,98.9967,4273,sample_1000
TUMOR BENIGNO DEL COLON TRANSVERSO,48,1871355.07,0.001,98.4856,3665,sample_1000
ARTRESIA DEL ESOFAGO SIN MENCION DE FISTULA,12,6526743.15,0.0003,99.6958,5873,sample_1000
"OTROS TRAUMATISMOS MÚLTIPLES DEL ABDOMEN, DE LA REGIÓN LUMBOSACRA Y DE LA PELVIS",37,5024595.63,0.0008,98.8387,4057,sample_1000
HIDROURÉTER,14,524781.27,0.0003,99.613,5597,sample_1000
"QUEMADURA DEL HOMBRO Y MIEMBRO SUPERIOR, DE TERCER GRADO, EXCEPTO DE LA MUÑECA Y DE LA MANO",11,571984.0700000001,0.0002,99.7033,5902,sample_1000
"CAÍDA EN O DESDE ANDAMIO, VIVIENDA",25,843876.53,0.0005,99.2561,4695,sample_1000
"CORROSIÓN DE LA MUÑECA Y DE LA MANO, DE PRIMER GRADO",15,20214.94,0.0003,99.6007,5556,sample_1000
HALLAZGOS ANORMALES EN DIAGNÓSTICO POR IMAGEN DEL CORAZÓN Y DE LA CIRCULACIÓN CORONARIA,47,2840158.39,0.001,98.5126,3692,sample_1000
HIPOTONÍA OCULAR,37,1106034.57,0.0008,98.8403,4059,sample_1000
OSTEOCONDROSIS JUVENIL DEL HUMERO,18,242984.34,0.0004,99.4648,5162,sample_1000
ESPASMO ANAL,18,544780.89,0.0004,99.478,5195,sample_1000
LESIÓN DE SITIOS CONTIGUOS DE LAS VÍAS BILIARES,18,2391957.41,0.0004,99.4684,5171,sample_1000
EFECTO TÓXICO DE DETERGENTES Y JABONES,15,162789.38,0.0003,99.5728,5463,sample_1000
DIVERTÍCULO DE LA URETRA,40,1138970.95,0.0008,98.7587,3957,sample_1000
FRACTURAS QUE AFECTAN EL TÓRAX CON LA REGIÓN LUMBOSACRA Y LA PELVIS CON MIEMBRO(S),29,2450505.91,0.0006,99.1213,4463,sample_1000
TUMOR BENIGNO DEL TEJIDO MESOTELIAL DEL PERITONEO,14,902424.89,0.0003,99.6154,5605,sample_1000
NEVO MELANOCÍTICO DEL CUERO CABELLUDO Y DEL CUELLO,33,288115.06,0.0007,98.9918,4266,sample_1000
NEUMONIA CONGENITA,12,1369725.11,0.0003,99.6877,5846,sample_1000
DIFICULTADES Y MALA ADMINISTRACIÓN DE LA ALIMENTACIÓN,12,476704.12,0.0003,99.6718,5793,sample_1000
GANGLIONITIS GENICULADA,31,399760.24,0.0007,99.0583,4361,sample_1000
"MONONEUROPATÍA DEL MIEMBRO SUPERIOR, SIN OTRA ESPECIFICACIÓN",38,1149784.21,0.0008,98.8155,4028,sample_1000
MENINGITIS ESTREPTOCÓCICA,20,3963616.02,0.0004,99.41,5025,sample_1000
"TUMEFACCIÓN, MASA O PROMINENCIA LOCALIZADA EN PARTE NO ESPECIFICADA",36,3068844.91,0.0008,98.8843,4114,sample_1000
TROMBOANGEÍTIS OBLITERANTE [BUERGER],42,1483264.28,0.0009,98.6897,3878,sample_1000
HIPERPLASIA PERSISTENTE DEL TIMO,17,273978.71,0.0004,99.5076,5269,sample_1000
"ENFERMEDAD POR VIH, RESULTANTE EN ENCEFALOPATÍA",16,1578139.06,0.0003,99.5443,5368,sample_1000
PARTO CON FÓRCEPS BAJO,19,388948.44,0.0004,99.4348,5087,sample_1000
ACONDROGÉNESIS,18,754025.97,0.0004,99.4776,5194,sample_1000
EFECTOS ADVERSOS DE VACUNAS O SUSTANCIAS BIOLÓGICAS NO ESPECIFICADAS,11,723302.05,0.0002,99.7059,5915,sample_1000
ANEMIA POSTHEMORRÁGICA AGUDA,33,908978.58,0.0007,98.9806,4250,sample_1000
EXAMEN DE PESQUISA ESPECIAL PARA OTRAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS ESPECIFICADAS,20,362896.58,0.0004,99.4196,5049,sample_1000
TRASTORNO VASCULAR CRÓNICO DEL INTESTINO,23,1590079.4,0.0005,99.3196,4822,sample_1000
CUERPO EXTRAÑO EN OTRAS Y EN MÚLTIPLES PARTES DE LAS VÍAS RESPIRATORIAS,30,791839.34,0.0006,99.0799,4394,sample_1000
"TRASTORNO NO ESPECIFICADO DE LOS TEJIDOS BLANDOS RELACIONADO CON EL USO, EL USO EXCESIVO Y LA PRESIÓN",16,2498303.6,0.0003,99.5527,5396,sample_1000
TRASTORNOS DE LOS TENDONES Y DE LA SINOVIA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,34,1037153.26,0.0007,98.9463,4201,sample_1000
"SUBLUXACIÓN CONGÉNITA DE LA CADERA, BILATERAL",22,1343967.52,0.0005,99.3386,4860,sample_1000
"OTRAS MALFORMACIONES CONGÉNITAS DEL SISTEMA VASCULAR PERIFÉRICO, ESPECIFICADAS",21,1574023.78,0.0004,99.3908,4977,sample_1000
OTRAS MALFORMACIONES CONGÉNITAS DEL DIAFRAGMA,15,3808359.96,0.0003,99.5737,5466,sample_1000
PITIRIASIS LIQUENOIDE Y VARIOLIFORME AGUDA,18,273489.08,0.0004,99.4788,5197,sample_1000
"MOTOCICLISTA LESIONADO EN OTROS ACCIDENTES DE TRANSPORTE, Y EN LOS NO ESPECIFICADOS",33,3297384.85,0.0007,98.9785,4247,sample_1000
TUMOR BENIGNO DE LAS GLANDULAS SALIVALES MAYORES,29,1083874.45,0.0006,99.1297,4477,sample_1000
MIOCARDITIS AGUDA,38,1660922.72,0.0008,98.8027,4012,sample_1000
APLASTAMIENTO DEL TÓRAX,18,122292.04,0.0004,99.4932,5233,sample_1000
OTRAS MALFORMACIONES CONGÉNITAS DEL APARATO LAGRIMAL,24,186082.09,0.0005,99.2731,4729,sample_1000
EFECTOS ADVERSOS DE VACUNAS VIRALES,40,1017518.03,0.0008,98.7635,3963,sample_1000
PARVOVIRUS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPÍTULOS,16,207461.88,0.0003,99.5449,5370,sample_1000
TRASTORNOS ESPECÍFICOS MIXTOS DEL DESARROLLO,33,1257119.87,0.0007,98.9904,4264,sample_1000
TUMOR BENIGNO DEL PÁNCREAS ENDOCRINO,46,12201485.92,0.001,98.5656,3745,sample_1000
TUMOR MALIGNO DEL SENO ESFENOIDAL,25,4741213.82,0.0005,99.2536,4690,sample_1000
LESIÓN DE SITIOS CONTIGUOS DE LA VEJIGA,30,9092505.19,0.0006,99.0811,4396,sample_1000
"DEMENCIA EN LA ENFERMEDAD DE ALZHEIMER, DE COMIENZO TEMPRANO",15,175396.46,0.0003,99.5749,5470,sample_1000
"DERMATITIS DE CONTACTO, FORMA Y CAUSA NO ESPECIFICADAS",29,792048.57,0.0006,99.1147,4452,sample_1000
"TUMOR MALIGNO DEL OJO, PARTE NO ESPECIFICADA",17,6469230.53,0.0004,99.5288,5322,sample_1000
OTROS TRAUMATISMOS SUPERFICIALES DE LA PARED POSTERIOR DEL TÓRAX,14,371871.73,0.0003,99.6187,5616,sample_1000
"TUBERCULOSIS DE LARINGE, TRAQUEA Y BRONQUIOS, CONFIRMADA BACTERIOLÓGICA E HISTOLÓGICAMENTE",20,778879.9,0.0004,99.4028,5007,sample_1000
DIABETES MELLITUS NO INSULINODEPENDIENTE CON COMPLICACIONES MULTIPLES,17,649911.51,0.0004,99.512,5280,sample_1000
"PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD POR OTRAS CONSULTAS Y CONSEJOS MEDICOS, NO CLASIFICADOS EN OTRA PARTE",16,454538.06,0.0003,99.5677,5446,sample_1000
OTROS TRASTORNOS FUNCIONALES DEL PÁRPADO,45,1024054.01,0.001,98.5796,3759,sample_1000
PSORIASIS GUTTATA,16,330852.63,0.0003,99.5635,5432,sample_1000
"CONTACTO TRAUMATICO CON CUCHILLO, ESPADA, DAGA O PUÐAL: VIVIENDA",11,157244.27000000002,0.0002,99.7185,5978,sample_1000
TRAUMATISMO DEL ÚTERO,14,509675.09,0.0003,99.6061,5574,sample_1000
"AMPUTACIÓN TRAUMÁTICA DE MIEMBRO SUPERIOR, NIVEL NO ESPECIFICADO",24,6616339.84,0.0005,99.2796,4742,sample_1000
"ENFERMEDAD POR VIH, RESULTANTE EN OTRAS ENFERMEDADES INFECCIOSAS O PARASITARIAS",35,6019071.44,0.0007,98.9302,4178,sample_1000
GANGRENA Y NECROSIS DEL PULMÓN,13,1103012.12,0.0003,99.6406,5689,sample_1000
TRASTORNOS RENALES TUBULOINTERSTICIALES EN RECHAZO DE TRASPLANTE,42,3472743.11,0.0009,98.687,3875,sample_1000
ERITEMA MULTIFORME NO FLICTENULAR,49,883896.33,0.001,98.4656,3645,sample_1000
TRAUMATISMO SUPERFICIAL DEL OÍDO,48,863363.77,0.001,98.4836,3663,sample_1000
"LEUCEMIA CRÓNICA, CÉLULAS DE TIPO NO ESPECIFICADO",33,6141487.46,0.0007,98.9974,4274,sample_1000
OTRAS INFLAMACIONES ESPECIFICADAS DEL PÁRPADO,49,548484.0,0.001,98.4646,3644,sample_1000
RETARDO DEL CRECIMIENTO FETAL Y DESNUTRICION FETAL,22,1034926.61,0.0005,99.3511,4885,sample_1000
FIBROSIS Y AFECCIONES CICATRICIALES DE LA PIEL,35,577577.91,0.0007,98.9183,4161,sample_1000
