causa,frecuencia,monto_total,pct_cobertura,pct_acumulado,rango
NEVO MELANOCÍTICO DE LA OREJA Y DEL CONDUCTO AUDITIVO EXTERNO,21,513160.41,0.0004,99.394,4985
METATARSUS VARUS,21,2088949.19,0.0004,99.3944,4986
SECUELAS DE INFARTO CEREBRAL,21,1115546.0,0.0004,99.3948,4987
ECLAMPSIA DURANTE EL TRABAJO DE PARTO,21,1137828.0999999999,0.0004,99.3952,4988
OTRAS MALFORMACIONES CONGÉNITAS DE LA TROMPA DE FALOPIO Y DEL LIGAMENTO ANCHO,21,941745.47,0.0004,99.3956,4989
ERITEMA MULTIFORME FLICTENULAR,21,1577744.4100000001,0.0004,99.396,4990
INFECCIÓN CITOMEGALOVÍRICA CONGÉNITA,21,1178910.19,0.0004,99.3964,4991
TRAUMATISMO POR APLASTAMIENTO DE LA PIERNA,20,499868.31,0.0004,99.3968,4992
SEPSIS DEBIDA A STREPTOCOCCUS PNEUMONIAE,20,1964994.05,0.0004,99.3972,4993
PAROTIDITIS INFECCIOSA,20,758803.65,0.0004,99.3976,4994
"RIGIDEZ ARTICULAR, NO CLASIFICADA EN OTRA PARTE",20,798110.59,0.0004,99.398,4995
"MALFORMACIÓN CONGÉNITA DEL RIÑÓN, NO ESPECIFICADA",20,902739.78,0.0004,99.3984,4996
LINFOMA NO-HODGKIN DIFUSO,20,1634120.9200000002,0.0004,99.3988,4997
"TUMOR BENIGNO DEL SISTEMA NERVIOSO CENTRAL, SITIO NO ESPECIFICADO",20,6182256.0600000005,0.0004,99.3992,4998
TRAUMATISMO DE OTRO TENDÓN Y MÚSCULO FLEXOR A NIVEL DEL ANTEBRAZO,20,1894984.16,0.0004,99.3996,4999
PARÁLISIS CEREBRAL ESPÁSTICA HEMIPLÉJICA,20,607450.46,0.0004,99.4,5000
"OTRAS COMPLICACIONES ESPECIFICADAS DE LA ATENCIÓN MÉDICA Y QUIRÚRGICA, NO CLASIFICADAS EN OTRA PARTE",20,294617.39,0.0004,99.4004,5001
DIPLOPÍA,20,625274.43,0.0004,99.4008,5002
HEMORRAGIA CEREBELOSA Y DE LA FOSA POSTERIOR (NO TRAUMÁTICA) DEL FETO Y DEL RECIÉN NACIDO,20,494624.17,0.0004,99.4012,5003
ENTEROVIRUS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPÍTULOS,20,490691.74,0.0004,99.4016,5004
"EXPLOSIÓN DE FUEGOS ARTIFICIALES, VIVIENDA",20,1036430.99,0.0004,99.402,5005
SÍNDROME DE HIPERINMUNOGLOBULINA E [IGE],20,453282.19,0.0004,99.4024,5006
"TUBERCULOSIS DE LARINGE, TRAQUEA Y BRONQUIOS, CONFIRMADA BACTERIOLÓGICA E HISTOLÓGICAMENTE",20,778879.9,0.0004,99.4028,5007
"CHOQUE, NO CLASIFICADO EN OTRA PARTE",20,9255190.920000002,0.0004,99.4032,5008
SÍNDROME DE RESISTENCIA ANDROGÉNICA,20,319064.24,0.0004,99.4036,5009
PARÁLISIS PERIÓDICA,20,344378.61,0.0004,99.404,5010
EVIDENCIAS DE LABORATORIO DEL VIRUS DE LA INMUNODEFICIENCIA HUMANA [VIH],20,1609417.5099999998,0.0004,99.4044,5011
OTROS ERITEMAS MULTIFORMES,20,422599.64999999997,0.0004,99.4048,5012
HIPOPLASIA Y DISPLASIA DE LA MÉDULA ESPINAL,20,8037211.4,0.0004,99.4052,5013
"CAÍDA, SALTO O EMPUJÓN DESDE LUGAR ELEVADO, DE INTENCIÓN NO DETERMINADA, VIVIENDA",20,472921.12,0.0004,99.4056,5014
OTRAS VASCULOPATIAS NECROTIZANTES,20,966468.92,0.0004,99.406,5015
ASIMETRÍA FACIAL,20,809453.03,0.0004,99.4064,5016
CARCINOMA IN SITU DE OTROS ÓRGANOS GENITALES MASCULINOS Y DE LOS NO ESPECIFICADOS,20,198424.8,0.0004,99.4068,5017
"OCUPANTE DE AUTOMOVIL LESIONADO EN OTROS ACCIDENTES DE TRANSPORTE, Y EN LOS NO ESPECIFICADOS",20,1781890.97,0.0004,99.4072,5018
ESTERILIZACIÓN,20,169219.69,0.0004,99.4076,5019
OCLUSIÓN Y ESTENOSIS DE ARTERIA BASILAR,20,2279443.42,0.0004,99.408,5020
TUMOR MALIGNO DEL SENO FRONTAL,20,1622999.64,0.0004,99.4084,5021
"TOXOPLASMOSIS, NO ESPECIFICADA",20,314403.5,0.0004,99.4088,5022
FÍSTULA ARTERIOVENOSA DE LOS VASOS PULMONARES,20,3263725.15,0.0004,99.4092,5023
TRASTORNOS MIXTOS DEL BALANCE ÁCIDO-BÁSICO,20,286539.76,0.0004,99.4096,5024
MENINGITIS ESTREPTOCÓCICA,20,3963616.02,0.0004,99.41,5025
"TUMOR MALIGNO DE LA BOCA, PARTE NO ESPECIFICADA",20,5190144.989999999,0.0004,99.4104,5026
OSTEOCONDROSIS JUVENIL DE LA COLUMNA VERTEBRAL,20,4165783.6500000004,0.0004,99.4108,5027
TUMOR BENIGNO DEL MEDIASTINO,20,5989070.640000001,0.0004,99.4112,5028
QUEMADURA DE LA BOCA Y DE LA FARINGE,20,485979.21,0.0004,99.4116,5029
"OCUPANTE NO ESPECIFICADO DE AUTOMÓVIL LESIONADO POR COLISIÓN CON OTROS VEHÍCULOS DE MOTOR, Y CON LOS NO ESPECIFICADOS, EN ACCIDENTE DE TRÁNSITO",20,654518.7999999999,0.0004,99.412,5030
"OTRAS TRISOMÍAS Y TRISOMÍAS PARCIALES DE LOS AUTOSOMAS, ESPECIFICADAS",20,1996328.6600000001,0.0004,99.4124,5031
"CICLISTA LESIONADO EN ACCIDENTE DE TRANSPORTE SIN COLISIÓN, CICLISTA NO ESPECIFICADO, LESIONADO EN ACCIDENTE DE TRÁNSITO",20,1255439.32,0.0004,99.4128,5032
"OTROS TRAUMATISMOS ESPECIFICADOS DE MIEMBRO SUPERIOR, NIVEL NO ESPECIFICADO",20,1013549.47,0.0004,99.4132,5033
OTRAS SÍFILIS SECUNDARIAS,20,337167.57,0.0004,99.4136,5034
"QUERATITIS Y QUERATOCONJUNTIVITIS EN ENFERMEDADES INFECCIOSAS Y PARASITARIAS, CLASIFICADAS EN OTRA PARTE",20,575775.82,0.0004,99.414,5035
"EXPOSICIÓN A CORRIENTE ELÉCTRICA NO ESPECIFICADA, OTRO LUGAR ESPECIFICADO",20,1458452.5799999998,0.0004,99.4144,5036
"ENFERMEDAD POR VIH, RESULTANTE EN LINFADENOPATÍA GENERALIZADA (PERSISTENTE)",20,1103199.9,0.0004,99.4148,5037
"AGRESIÓN CON OBJETO ROMO O SIN FILO, VIVIENDA",20,2707325.2,0.0004,99.4152,5038
OTRAS MENSTRUACIONES IRREGULARES ESPECIFICADAS,20,602347.01,0.0004,99.4156,5039
LESIÓN DE SITIOS CONTIGUOS DEL PISO DE LA BOCA,20,514939.14,0.0004,99.416,5040
RAÍZ DENTAL RETENIDA,20,129754.98,0.0004,99.4164,5041
NEUMONIA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,20,1296953.94,0.0004,99.4168,5042
"HEMATURIA RECURRENTE Y PERSISTENTE, NO ESPECIFICADA",20,944311.87,0.0004,99.4172,5043
"ENFERMEDAD RENAL CRÓNICA, ETAPA 3",20,1385227.8199999998,0.0004,99.4176,5044
FIBROMATOSIS SEUDOSARCOMATOSA,20,3405705.29,0.0004,99.418,5045
"ATENCION MATERNA POR PRESENTACION ANORMAL DEL FETO, CONOCIDA O PRESUNTA",20,632733.41,0.0004,99.4184,5046
EFECTO TÓXICO DE HONGOS INGERIDOS,20,305156.71,0.0004,99.4188,5047
ARTROSIS SECUNDARIA MÚLTIPLE,20,1600624.35,0.0004,99.4192,5048
EXAMEN DE PESQUISA ESPECIAL PARA OTRAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS ESPECIFICADAS,20,362896.58,0.0004,99.4196,5049
ALVEOLITIS DEL MAXILAR,20,8278.6,0.0004,99.42,5050
"DISFUNCIÓN TESTICULAR, NO ESPECIFICADA",20,584814.0599999999,0.0004,99.4204,5051
"INTESTINO NEUROGÉNICO, NO CLASIFICADO EN OTRA PARTE",20,311405.98,0.0004,99.4208,5052
OTRAS MALFORMACIONES CONGÉNITAS DE LA VAGINA,20,555181.34,0.0004,99.4212,5053
FISURA DEL PALADAR CON LABIO LEPORINO,20,593932.57,0.0004,99.4216,5054
EXÓNFALOS,20,9772057.74,0.0004,99.422,5055
DERMATOPOLIMIOSITIS,20,760924.1499999999,0.0004,99.4224,5056
"CONEXIÓN ANÓMALA DE LAS VENAS PULMONARES, SIN OTRA ESPECIFICACIÓN",20,8344316.89,0.0004,99.4228,5057
COMPLICACIÓN MECÁNICA DE LENTES INTRAOCULARES,20,566783.37,0.0004,99.4232,5058
TUMOR MALIGNO DEL PALADAR BLANDO,20,5731913.1,0.0004,99.4236,5059
OTROS TRASTORNOS URETRALES EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,20,841216.36,0.0004,99.424,5060
HIPOGAMMAGLOBULINEMIA NO FAMILIAR,19,5466026.1899999995,0.0004,99.4244,5061
REACCIÓN DE INCOMPATIBILIDAD A RH,19,1122244.72,0.0004,99.4248,5062
"TRASTORNO SUDORÍPARO APOCRINO, NO ESPECIFICADO",19,1844018.42,0.0004,99.4252,5063
DIABETES MELLITUS INSULINODEPENDIENTE CON COMPLICACIONES NO ESPECIFICADAS,19,1583370.86,0.0004,99.4256,5064
OTROS TIPOS DE BLOQUEO FASCICULAR Y LOS NO ESPECIFICADOS,19,355513.58,0.0004,99.426,5065
AMILOIDOSIS DE LA PIEL,19,49018.28,0.0004,99.4264,5066
TRAUMATISMO DE ORGANOS INTRAABDOMINALES,19,1815912.37,0.0004,99.4268,5067
"TRASTORNOS TUBERCULOSOS DEL INTESTINO, PERITONEO Y GANGLIOS MESENTÉRICOS",19,1038529.55,0.0004,99.4272,5068
FÍSTULA CONGÉNITA DEL RECTO Y DEL ANO,19,887990.94,0.0004,99.4276,5069
GASTROENTEROPATÍA AGUDA DEBIDA AL AGENTE DE NORWALK,19,500665.55,0.0004,99.428,5070
HIPOPARATIROIDISMO,19,132068.57,0.0004,99.4284,5071
ARTRITIS JUVENIL PAUCIARTICULAR,19,787847.54,0.0004,99.4288,5072
OTROS TRASTORNOS NO INFLAMATORIOS DE LA VAGINA,19,360314.4,0.0004,99.4292,5073
OTRAS NEFRITIS TUBULOINTERSTICIALES CRÓNICAS,19,821942.91,0.0004,99.4296,5074
OTRAS MALFORMACIONES CONGÉNITAS DE LAS GRANDES VENAS,19,687248.0499999999,0.0004,99.43,5075
"TUMOR MALIGNO DE LOS NERVIOS PERIFÉRICOS DE LA CABEZA, CARA Y CUELLO",19,1783906.57,0.0004,99.4304,5076
TUMOR MALIGNO DE LOS NERVIOS PERIFÉRICOS DE LA PELVIS,19,548981.73,0.0004,99.4308,5077
"AUSENCIA, ATRESIA Y ESTENOSIS CONGENITA DEL INTESTINO GRUESO",19,1296992.14,0.0004,99.4312,5078
ENFERMEDAD DE LA ORINA EN JARABE DE ARCE,19,726981.69,0.0004,99.4316,5079
ENFERMEDAD DE LETTERER-SIWE,19,4090979.36,0.0004,99.432,5080
MALFORMACIÓN CONGÉNITA NO ESPECIFICADA DE LOS HUESOS DEL CRÁNEO Y DE LA CARA,19,1777579.27,0.0004,99.4324,5081
PRESENCIA DE DISPOSITIVOS CARDÍACOS ELECTRÓNICOS,19,1358208.48,0.0004,99.4328,5082
ESPINA BÍFIDA LUMBAR CON HIDROCÉFALO,19,1748380.0000000002,0.0004,99.4332,5083
ENFERMEDAD POR VIH RESULTANTE EN TUMORES MALIGNOS,19,320942.29,0.0004,99.4336,5084
"ESPONDILOPATÍA INTERESPINOSA (VÉRTEBRAS ""EN BESO"")",19,2858745.96,0.0004,99.434,5085
ESPONDILOPATIAS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,19,111182.18,0.0004,99.4344,5086
PARTO CON FÓRCEPS BAJO,19,388948.44,0.0004,99.4348,5087
OTROS TRASTORNOS CORIORRETINIANOS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,19,284645.43,0.0004,99.4352,5088
"DIABETES MELLITUS ASOCIADA CON DESNUTRICIÓN, CON OTRAS COMPLICACIONES ESPECIFICADAS",19,1479609.82,0.0004,99.4356,5089
"HERIDA DEL TRONCO, NIVEL NO ESPECIFICADO",19,646803.21,0.0004,99.436,5090
HERIDA PENETRANTE DEL GLOBO OCULAR SIN CUERPO EXTRAÑO,19,735456.05,0.0004,99.4364,5091
OTRAS COXARTROSIS DISPLÁSICAS,19,3113204.92,0.0004,99.4368,5092
POLIDACTILIA,19,503986.99,0.0004,99.4372,5093
OTRAS MALFORMACIONES CONGÉNITAS ESPECIFICADAS DE CARA Y CUELLO,19,253401.94,0.0004,99.4376,5094
ENTEROCELE VAGINAL,19,774214.53,0.0004,99.438,5095
TUMOR MALIGNO DE LAS MENINGES,19,2519130.0999999996,0.0004,99.4384,5096
DISMENORREA SECUNDARIA,19,412717.44,0.0004,99.4388,5097
EFECTOS DEL RAYO,19,496060.05,0.0004,99.4392,5098
AGRANULOCITOSIS,19,902884.48,0.0004,99.4396,5099
CARDIOMEGALIA,19,921254.7599999999,0.0004,99.44,5100
TUMOR MALIGNO SECUNDARIO DE OTRAS PARTES DEL SISTEMA NERVIOSO Y DE LAS NO ESPECIFICADAS,19,3412724.61,0.0004,99.4404,5101
QUERATOSIS FOLICULAR ADQUIRIDA,19,54722.24,0.0004,99.4408,5102
"DISFUNCIÓN POLIGLANDULAR, NO ESPECIFICADA",19,623983.62,0.0004,99.4412,5103
"DERMATITIS DE CONTACTO POR IRRITANTES, DE CAUSA NO ESPECIFICADA",19,108163.81,0.0004,99.4416,5104
AMAUROSIS FUGAZ,19,509552.67999999993,0.0004,99.442,5105
"DERMATITIS DE CONTACTO, FORMA NO ESPECIFICADA",19,409021.67,0.0004,99.4424,5106
QUERATOPATÍA (BULLOSA AFÁQUICA) CONSECUTIVA A CIRUGÍA DE CATARATA,19,226864.58000000002,0.0004,99.4428,5107
QUEMADURAS Y CORROSIONES DE MULTIPLES REGIONES DEL CUERPO,19,587108.5,0.0004,99.4432,5108
OTROS TRASTORNOS PERINATALES ESPECÍFICOS DEL SISTEMA DIGESTIVO,19,666552.83,0.0004,99.4436,5109
OTRAS ALOPECIAS AREATAS,19,126205.69,0.0004,99.444,5110
OTRAS ARTERITIS DE CÉLULAS GIGANTES,19,1429575.8699999999,0.0004,99.4444,5111
MENINGITIS TUBERCULOSA,19,835420.87,0.0004,99.4448,5112
OTROS TRAUMATISMOS SUPERFICIALES Y LOS NO ESPECIFICADOS DE LA GARGANTA,19,936212.7599999999,0.0004,99.4452,5113
DOLICOCEFALIA,19,718315.67,0.0004,99.4456,5114
"OSTEOPOROSIS POR DESUSO, SIN FRACTURA PATOLÓGICA",19,306101.39,0.0004,99.446,5115
EFECTOS ADVERSOS DE DEPRESORES DEL APETITO [ANORÉXICOS],19,155044.29,0.0004,99.4464,5116
"HISTOPLASMOSIS, NO ESPECIFICADA",19,6369335.89,0.0004,99.4468,5117
"CARCINOMA IN SITU DE LA PIEL DEL MIEMBRO SUPERIOR, INCLUIDO EL HOMBRO",19,635510.75,0.0004,99.4472,5118
PROTEINURIA AISLADA,19,290705.93,0.0004,99.4476,5119
DISTIMIA,19,232975.43,0.0004,99.448,5120
DISTROFIA UNGUEAL,19,124880.99,0.0004,99.4484,5121
DISTROFIA HEREDITARIA DE LA CÓRNEA,19,847253.21,0.0004,99.4488,5122
CRISIS ADDISONIANA,19,759763.4,0.0004,99.4492,5123
"MOTOCICLISTA LESIONADO POR COLISIÓN CON VEHÍCULO DE MOTOR DE DOS O TRES RUEDAS, CONDUCTOR LESIONADO EN ACCIDENTE NO DE TRÁNSITO",19,1159971.71,0.0004,99.4496,5124
INMUNODEFICIENCIA COMBINADA SEVERA [IDCS] CON LINFOCITOPENIA T Y B,19,882703.18,0.0004,99.45,5125
OTROS TRASTORNOS DEL SISTEMA NERVIOSO AUTÓNOMO EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE,19,436506.03,0.0004,99.4504,5126
AGENESIA Y APLASIA DEL ÚTERO,19,707055.38,0.0004,99.4508,5127
AFECCIONES EXOFTÁLMICAS,19,763204.34,0.0004,99.4512,5128
"COMPLICACIONES DEL PUERPERIO, NO CLASIFICADAS EN OTRA PARTE",19,737755.56,0.0004,99.4516,5129
OTRAS ENFERMEDADES ESPECIFICADAS DEL PERICARDIO,19,3162132.65,0.0004,99.452,5130
"CONSULTA SEXUAL, NO ESPECIFICADA",19,51769.2,0.0004,99.4524,5131
EMBOLIA Y TROMBOSIS DE VENA RENAL,19,5438154.55,0.0004,99.4528,5132
POLIARTERITIS CON COMPROMISO PULMONAR [CHURG-STRAUSS],19,3048041.44,0.0004,99.4532,5133
OTRAS OSTEOMALACIAS DEL ADULTO,19,581725.8400000001,0.0004,99.4536,5134
OTRAS ANEMIAS POR DEFICIENCIA DIETÉTICA DE VITAMINA B12,19,799969.68,0.0004,99.454,5135
"TRASTORNO DE LA UÑA, NO ESPECIFICADO",19,544287.49,0.0004,99.4544,5136
"TRASTORNO DEL METABOLISMO DE LOS AMINOÁCIDOS, NO ESPECIFICADO",19,326448.51,0.0004,99.4548,5137
OTRAS ENFERMEDADES BACTERIANAS ESPECIFICADAS,19,791629.64,0.0004,99.4552,5138
OTRAS QUERATITIS SUPERFICIALES SIN CONJUNTIVITIS,19,837019.92,0.0004,99.4556,5139
OTRO TRAUMATISMO DEL PLEXO BRAQUIAL DURANTE EL NACIMIENTO,19,1065836.69,0.0004,99.456,5140
OTRAS CONJUNTIVITIS VIRALES,19,126205.74,0.0004,99.4564,5141
ABSCESO DEL BAZO,18,1686448.38,0.0004,99.4568,5142
CEGUERA BINOCULAR,18,398490.55000000005,0.0004,99.4572,5143
PENFIGOIDE FLICTENULAR,18,1535267.8599999999,0.0004,99.4576,5144
TRAUMATISMO DE NERVIOS SIMPÁTICOS TORÁCICOS,18,7121.08,0.0004,99.458,5145
OTROS HALLAZGOS ANORMALES EN LA ORINA Y LOS NO ESPECIFICADOS,18,394943.79000000004,0.0004,99.4584,5146
VAGINITIS ATRÓFICA POSTMENOPÁUSICA,18,109727.13,0.0004,99.4588,5147
FISURA DEL PALADAR DURO,18,262776.21,0.0004,99.4592,5148
"SÍNDROME NEFRÍTICO CRÓNICO, GLOMERULONEFRITIS MEMBRANOSA DIFUSA",18,3855960.15,0.0004,99.4596,5149
"INFECCIÓN VIRAL DEL SISTEMA NERVIOSO CENTRAL, NO ESPECIFICADA",18,724520.8600000001,0.0004,99.46,5150
"PERSONA LESIONADA EN ACCIDENTE NO DE TRANSITO, DE",18,2793256.29,0.0004,99.4604,5151
TRAUMATISMO DE TENDON Y MUSCULO A NIVEL DEL ANTEBRAZO,18,587372.88,0.0004,99.4608,5152
AGENESIA DEL URÉTER,18,345245.27,0.0004,99.4612,5153
HISTORIA PERSONAL DE TUMOR MALIGNO DE ÓRGANOS GENITALES,18,1243146.8699999999,0.0004,99.4616,5154
FIEBRE PARATIFOIDEA B,18,202252.39,0.0004,99.462,5155
RUPTURA TRAUMÁTICA DE LA SÍNFISIS DEL PUBIS,18,372719.41,0.0004,99.4624,5156
TRASTORNOS FIBROBLASTICOS,18,459327.0,0.0004,99.4628,5157
MUY BAJO NIVEL DE HIGIENE PERSONAL,18,96985.48,0.0004,99.4632,5158
SALPULLIDO Y OTRAS ERUPCIONES CUTÁNEAS NO ESPECIFICADAS,18,63416.479999999996,0.0004,99.4636,5159
"AFECCIÓN PLEURAL, NO ESPECIFICADA",18,1341156.9800000002,0.0004,99.464,5160
ONICOGRIPOSIS,18,217908.23,0.0004,99.4644,5161
OSTEOCONDROSIS JUVENIL DEL HUMERO,18,242984.34,0.0004,99.4648,5162
"OSTEOCONDROSIS JUVENIL DE LA CADERA Y DE LA PELVIS, SIN OTRA ESPECIFICACIÓN",18,2144870.3,0.0004,99.4652,5163
DISTONÍA IDIOPÁTICA NO FAMILIAR,18,3441425.05,0.0004,99.4656,5164
TRAUMATISMOS POR APLASTAMIENTO QUE AFECTAN MULTIPLES REGIONES DEL CUERPO,18,492459.82,0.0004,99.466,5165
ATENCIÓN MATERNA POR OTROS PROBLEMAS FETALES ESPECIFICADOS,18,312612.9,0.0004,99.4664,5166
QUEMADURAS QUE AFECTAN DEL 30 AL 39% DE LA SUPERFICIE DEL CUERPO,18,5981465.5,0.0004,99.4668,5167
"TRASTORNO DEL GLOBO OCULAR, NO ESPECIFICADO",18,364431.22000000003,0.0004,99.4672,5168
TUMOR MALIGNO DEL URACO,18,608273.41,0.0004,99.4676,5169
LESIONES DE LA ENCÍA Y DE LA ZONA EDÉNTULA ASOCIADAS CON TRAUMATISMO,18,330243.42,0.0004,99.468,5170
LESIÓN DE SITIOS CONTIGUOS DE LAS VÍAS BILIARES,18,2391957.41,0.0004,99.4684,5171
QUEMADURA DE LA LARINGE Y DE LA TRÁQUEA,18,1711007.88,0.0004,99.4688,5172
DISPLASIA METAFISARIA,18,701900.35,0.0004,99.4692,5173
MIOSITIS EN ENFERMEDADES BACTERIANAS CLASIFICADAS EN OTRA PARTE,18,128084.72,0.0004,99.4696,5174
"MORDEDURA O PICADURA DE INSECTOS Y OTROS ARTRÓPODOS NO VENENOSOS, GRANJA",18,62912.75,0.0004,99.47,5175
EFECTOS ADVERSOS DE AGENTES QUE AFECTAN EL METABOLISMO DEL ÁCIDO ÚRICO,18,148699.69,0.0004,99.4704,5176
"OTRAS ENFERMEDADES MATERNAS CLASIFICABLES EN OTRA PARTE, PERO QUE COMPLICAN EL EMBARAZO, EL PARTO Y EL PUERPERIO",18,212719.78,0.0004,99.4708,5177
ANEMIA POR DEFICIENCIA DE VITAMINA B12,18,769075.54,0.0004,99.4712,5178
"ENFERMEDAD RENAL CRÓNICA, ETAPA 1",18,2745260.85,0.0004,99.4716,5179
LEUCOENCEFALOPATÍA MULTIFOCAL PROGRESIVA,18,1924637.81,0.0004,99.472,5180
"CONTACTO TRAUMÁTICO CON ARAÑAS VENENOSAS, VIVIENDA",18,343364.99,0.0004,99.4724,5181
OTRAS MALFORMACIONES DE LAS HENDIDURAS BRANQUIALES,18,970174.8400000001,0.0004,99.4728,5182
OTRAS PERITONITIS,18,1137223.51,0.0004,99.4732,5183
"HEMORRAGIA ANTEPARTO, NO ESPECIFICADA",18,710135.92,0.0004,99.4736,5184
OTRAS RICKETTSIOSIS ESPECIFICADAS,18,1503561.1400000001,0.0004,99.474,5185
OTRAS HETEROTROPÍAS O LAS NO ESPECIFICADAS,18,707629.1,0.0004,99.4744,5186
DIABETES INSÍPIDA NEFRÓGENA,18,1015694.8400000001,0.0004,99.4748,5187
TRAUMATISMO DEL NERVIO SENSORIAL CUTÁNEO A NIVEL DE LA PIERNA,18,358059.08,0.0004,99.4752,5188
TUBERCULOSIS DE LA PIEL Y EL TEJIDO SUBCUTÁNEO,18,623935.38,0.0004,99.4756,5189
"INFECCION DEBIDA A ADENOVIRUS, SIN OTRA ESPECIFICACION",18,852171.22,0.0004,99.476,5190
MALFORMACIÓN CONGÉNITA DEL OÍDO INTERNO,18,5438603.11,0.0004,99.4764,5191
"ANEMIA POR DEFICIENCIA DE VITAMINA B12, SIN OTRA ESPECIFICACIÓN",18,1812093.49,0.0004,99.4768,5192
INFERTILIDAD FEMENINA,18,2283692.14,0.0004,99.4772,5193
ACONDROGÉNESIS,18,754025.97,0.0004,99.4776,5194
ESPASMO ANAL,18,544780.89,0.0004,99.478,5195
OTRA REACCIÓN A LA PUNCIÓN ESPINAL Y LUMBAR,18,219051.32,0.0004,99.4784,5196
PITIRIASIS LIQUENOIDE Y VARIOLIFORME AGUDA,18,273489.08,0.0004,99.4788,5197
TRASTORNOS INFLAMATORIOS DE LA PELVIS FEMENINA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,18,604412.2,0.0004,99.4792,5198
CONTROL GENERAL DE SALUD DE RUTINA DE RESIDENTES DE INSTITUCIONES,18,131561.24,0.0004,99.4796,5199
INFECCION (SUPERINFECCION) AGUDA POR AGENTE DELTA EN EL PORTADOR DE HEPATITIS B,18,1204914.71,0.0004,99.48,5200
CONJUNTIVITIS Y DACRIOCISTITIS NEONATALES,18,287068.52,0.0004,99.4804,5201
"AUSENCIA ADQUIRIDA DE DEDO(S), [INCLUIDO EL PULGAR], UNILATERAL",18,1247335.63,0.0004,99.4808,5202
OTROS TRAUMATISMOS SUPERFICIALES Y LOS NO ESPECIFICADOS DE LA MAMA,18,561734.17,0.0004,99.4812,5203
"TRASTORNO DE LAS VÍAS ÓPTICAS, NO ESPECIFICADO",18,103511.44,0.0004,99.4816,5204
TRASTORNOS DEL METABOLISMO DE LA FRUCTOSA,18,1454329.84,0.0004,99.482,5205
ICTERICIA NEONATAL DEBIDA A INFECCIÓN,18,954271.0700000001,0.0004,99.4824,5206
OTRAS ESCOLIOSIS SECUNDARIAS,18,1291596.11,0.0004,99.4828,5207
"PROTEINURIA AISLADA CON LESIÓN MORFOLÓGICA ESPECIFICADA, GLOMERULONEFRITIS PROLIFERATIVA MESANGIAL DIFUSA",18,2583977.3299999996,0.0004,99.4832,5208
OTRAS MICOSIS SUPERFICIALES ESPECIFICADAS,18,93155.54000000001,0.0004,99.4836,5209
OTRAS MIOPATIAS,18,402413.91000000003,0.0004,99.484,5210
OSTEONECROSIS,18,896987.14,0.0004,99.4844,5211
OTROS ÓRGANOS Y TEJIDOS TRASPLANTADOS,18,2316694.8,0.0004,99.4848,5212
MONOPLEJÍA DE MIEMBRO INFERIOR,18,468062.31,0.0004,99.4852,5213
ENFERMEDADES DE LA LENGUA,18,527257.7,0.0004,99.4856,5214
HEPATITIS VIRAL CRONICA,18,1944099.98,0.0004,99.486,5215
"TRAUMATISMOS POR APLASTAMIENTO QUE AFECTAN EL TÓRAX CON EL ABDOMEN, LA REGIÓN LUMBOSACRA Y LA PELVIS",18,1243324.19,0.0004,99.4864,5216
TRASTORNOS VALVULARES MÚLTIPLES EN ENFERMEDADES CLASIFICADAS EN OTRAS PARTE,18,3614893.0700000003,0.0004,99.4868,5217
MENINGITIS EN MICOSIS,18,3892634.61,0.0004,99.4872,5218
SINDROMES DE ASPIRACION NEONATAL,18,1777154.29,0.0004,99.4876,5219
"TRASTORNO DE LA MEMBRANA TIMPÁNICA, NO ESPECIFICADO",18,507527.66000000003,0.0004,99.488,5220
"CONDUCTOR DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON OTROS VEHÍCULOS DE MOTOR, Y CON LOS NO ESPECIFICADOS, EN ACCIDENTE NO DE TRÁNSITO",18,13144019.249999998,0.0004,99.4884,5221
TUMOR MALIGNO DEL EPIDÍDIMO,18,1601002.3,0.0004,99.4888,5222
DEFECTO DEL TABIQUE AURICULAR COMO COMPLICACIÓN PRESENTE POSTERIOR AL INFARTO DEL MIOCARDIO,18,689600.12,0.0004,99.4892,5223
TRAUMATISMOS MÚLTIPLES DEL CUELLO,18,3681831.69,0.0004,99.4896,5224
TRAUMATISMO SUPERFICIAL MÚLTIPLE DEL CUELLO,18,3946837.06,0.0004,99.49,5225
OCLUSIÓN Y ESTENOSIS DE OTRAS ARTERIAS CEREBRALES,18,2360747.71,0.0004,99.4904,5226
"TRASTORNO DE LA RAÍZ Y PLEXOS NERVIOSOS, NO ESPECIFICADO",18,805914.32,0.0004,99.4908,5227
"ACCIDENTE EN UNA EMBARCACIÓN, SIN ACCIDENTE A LA EMBARCACIÓN, QUE NO CAUSA AHOGAMIENTO O SUMERSIÓN, BARCO MERCANTE",18,1013860.0700000001,0.0004,99.4912,5228
